venue_no,venue_name,race_no,number,exhibition,one_lap,turning,straight
21,芦屋,1,1,6.73,36.42,7.81,7.63
21,芦屋,1,2,6.73,36.42,7.87,7.65
21,芦屋,1,3,6.76,36.54,7.84,7.74
21,芦屋,1,4,6.71,36.57,7.85,7.66
21,芦屋,1,5,6.78,36.39,7.62,7.67
21,芦屋,1,6,6.82,37.15,8.04,7.67
21,芦屋,2,1,6.72,36.88,7.81,7.68
21,芦屋,2,2,6.7,36.23,7.91,7.57
21,芦屋,2,3,6.76,36.02,7.82,7.58
21,芦屋,2,4,6.74,36.43,7.79,7.6
21,芦屋,2,5,6.76,36.79,7.87,7.69
21,芦屋,2,6,6.74,36.76,7.95,7.56
21,芦屋,3,1,6.74,36.49,7.77,7.67
21,芦屋,3,2,6.66,36.25,7.91,7.58
21,芦屋,3,3,6.71,36.72,7.97,7.5
21,芦屋,3,4,6.77,36.89,8.21,7.58
21,芦屋,3,5,6.73,36.16,7.86,7.59
21,芦屋,3,6,6.65,36.26,8.07,7.51
21,芦屋,4,1,6.79,36.13,7.74,7.58
21,芦屋,4,2,6.77,36.83,7.82,7.7
21,芦屋,4,3,6.77,36.45,7.58,7.65
21,芦屋,4,4,6.68,36.6,7.95,7.63
21,芦屋,4,5,6.77,36.6,7.89,7.66
21,芦屋,4,6,6.78,36.47,7.96,7.62
21,芦屋,5,1,6.7,36.15,7.71,7.56
21,芦屋,5,2,6.7,36.76,8.11,7.56
21,芦屋,5,3,6.88,36.85,7.88,7.72
21,芦屋,5,4,6.72,37.29,7.92,7.6
21,芦屋,5,5,6.8,36.3,7.86,7.61
21,芦屋,5,6,6.71,36.77,8.03,7.65
21,芦屋,6,1,6.68,36.56,7.78,7.58
21,芦屋,6,2,6.7,36.59,7.86,7.54
21,芦屋,6,3,6.69,36.52,7.94,7.53
21,芦屋,6,4,6.76,37.04,8.05,7.65
21,芦屋,6,5,6.72,37.59,8.32,7.64
21,芦屋,6,6,6.76,37.12,8.03,7.63
21,芦屋,7,1,6.69,36.15,7.47,7.61
21,芦屋,7,2,6.75,36.9,7.91,7.66
21,芦屋,7,3,6.77,36.68,7.72,7.61
21,芦屋,7,4,6.67,37.06,7.96,7.64
21,芦屋,7,5,6.75,37.26,8.03,7.64
21,芦屋,7,6,6.76,37.12,7.94,7.58
21,芦屋,8,1,6.74,36.15,7.82,7.56
21,芦屋,8,2,6.79,36.82,7.91,7.6
21,芦屋,8,3,6.69,37.19,8.28,7.58
21,芦屋,8,4,6.74,36.49,7.61,7.59
21,芦屋,8,5,6.73,36.93,7.93,7.52
21,芦屋,8,6,6.79,36.73,8.04,7.63
21,芦屋,9,1,6.75,36.69,7.85,7.58
21,芦屋,9,2,6.78,36.47,7.91,7.58
21,芦屋,9,3,6.84,36.99,8.02,7.76
21,芦屋,9,4,6.87,37.46,8.3,7.77
21,芦屋,9,5,6.88,37.71,8.45,7.74
21,芦屋,9,6,6.86,37.19,8.09,7.65
21,芦屋,10,1,6.7,36.67,8.08,7.59
21,芦屋,10,2,6.75,36.78,7.98,7.65
21,芦屋,10,3,6.76,37.48,7.96,7.68
21,芦屋,10,4,6.81,36.34,7.73,7.72
21,芦屋,10,5,6.72,36.63,7.94,7.69
21,芦屋,10,6,6.74,36.68,7.9,7.69
21,芦屋,11,1,6.75,35.88,7.67,7.56
21,芦屋,11,2,6.77,36.83,7.97,7.59
21,芦屋,11,3,6.8,37.37,8.12,7.83
21,芦屋,11,4,6.77,37.25,8.19,7.54
21,芦屋,11,5,6.7,37.0,8.03,7.56
21,芦屋,11,6,6.6,36.81,8.18,7.57
21,芦屋,12,1,6.79,36.08,7.63,7.66
21,芦屋,12,2,6.72,36.8,7.98,7.65
21,芦屋,12,3,6.81,36.8,7.8,7.7
21,芦屋,12,4,6.85,37.01,8.2,7.65
21,芦屋,12,5,6.75,36.33,7.94,7.59
21,芦屋,12,6,6.84,37.23,7.97,7.69
22,福岡,1,1,6.85,36.51,5.27,7.68
22,福岡,1,2,6.84,37.77,5.53,7.6
22,福岡,1,3,6.85,37.51,5.57,7.69
22,福岡,1,4,6.79,37.41,5.69,7.68
22,福岡,1,5,6.83,37.67,5.57,7.61
