venue_no,venue_name,race_no,number,exhibition,one_lap,turning,straight
4,平和島,1,1,6.73,37.45,5.99,7.34
4,平和島,1,2,6.79,37.93,5.75,7.33
4,平和島,1,3,6.78,37.60,5.77,7.27
4,平和島,1,4,6.72,37.23,5.56,7.27
4,平和島,1,5,6.69,36.98,5.77,7.28
4,平和島,1,6,6.82,37.87,6.17,7.22
4,平和島,2,1,6.75,36.85,5.56,7.41
4,平和島,2,2,6.78,38.30,5.64,7.40
4,平和島,2,3,6.67,37.67,5.67,7.26
4,平和島,2,4,6.73,38.03,5.73,7.33
4,平和島,2,5,6.75,37.60,5.70,7.28
4,平和島,2,6,6.75,37.50,5.60,7.34
4,平和島,3,1,6.66,37.07,5.59,7.20
4,平和島,3,2,6.58,37.38,5.53,7.23
4,平和島,3,3,6.72,37.89,5.93,7.40
4,平和島,3,4,6.74,37.57,5.97,7.13
4,平和島,3,5,6.69,37.83,5.83,7.30
4,平和島,3,6,6.71,37.57,5.80,7.30
4,平和島,4,1,6.73,37.27,5.52,7.27
4,平和島,4,2,6.72,37.67,5.57,7.23
4,平和島,4,3,6.79,37.40,5.50,7.33
4,平和島,4,4,6.77,36.83,5.43,7.29
4,平和島,4,5,6.74,37.03,5.43,7.32
4,平和島,4,6,6.75,37.07,5.73,7.23
4,平和島,5,1,6.66,37.65,5.80,7.30
4,平和島,5,2,6.69,37.46,5.77,7.38
4,平和島,5,3,6.71,37.60,5.87,7.37
4,平和島,5,4,6.78,37.43,5.61,7.30
4,平和島,5,5,6.78,37.90,5.73,7.30
4,平和島,5,6,6.73,37.17,5.63,7.30
4,平和島,6,1,6.71,36.87,5.70,7.26
4,平和島,6,2,6.78,36.86,5.47,7.24
4,平和島,6,3,6.77,37.80,5.87,7.23
4,平和島,6,4,6.83,37.00,5.70,7.30
4,平和島,6,5,6.85,38.50,5.70,7.40
4,平和島,6,6,6.81,37.40,5.80,7.37
4,平和島,7,1,6.89,37.93,5.97,7.53
4,平和島,7,2,6.84,37.47,5.74,7.47
4,平和島,7,3,6.77,37.73,5.70,7.53
4,平和島,7,4,6.78,37.27,5.83,7.40
4,平和島,7,5,6.68,37.18,5.63,7.43
4,平和島,7,6,6.79,37.30,5.73,7.26
4,平和島,8,1,6.86,37.07,5.67,7.37
4,平和島,8,2,6.86,37.80,5.80,7.47
4,平和島,8,3,6.97,37.93,5.63,7.51
4,平和島,8,4,7.05,38.37,5.70,7.56
4,平和島,8,5,6.95,37.16,5.63,7.43
4,平和島,8,6,6.97,37.17,5.53,7.43
4,平和島,9,1,6.89,36.80,5.50,7.47
4,平和島,9,2,6.96,37.27,5.80,7.57
4,平和島,9,3,6.95,37.07,5.87,7.43
4,平和島,9,4,6.98,37.75,5.85,7.50
4,平和島,9,5,6.87,37.80,5.70,7.49
4,平和島,9,6,6.75,37.70,5.70,7.47
4,平和島,10,1,6.69,36.90,5.50,7.37
4,平和島,10,2,6.80,36.77,5.53,7.33
4,平和島,10,3,6.81,37.26,5.61,7.43
4,平和島,10,4,6.89,37.73,5.60,7.47
4,平和島,10,5,6.76,36.99,6.06,7.30
4,平和島,10,6,6.91,37.84,5.83,7.33
4,平和島,11,1,6.82,36.93,5.73,7.43
4,平和島,11,2,6.71,37.03,5.80,7.53
4,平和島,11,3,6.90,37.23,5.47,7.50
4,平和島,11,4,6.96,37.57,5.73,7.37
