venue_no,venue_name,race_no,number,exhibition,one_lap,turning,straight
23,唐津,1,1,6.71,36.9,5.23,7.8
23,唐津,1,2,6.73,36.93,5.6,7.8
23,唐津,1,3,6.73,37.13,5.8,7.53
23,唐津,1,4,6.73,36.83,5.77,7.7
23,唐津,1,5,6.69,36.87,5.6,7.6
23,唐津,1,6,6.79,37.5,5.57,7.63
23,唐津,2,1,6.78,36.8,5.35,7.81
23,唐津,2,2,6.78,36.53,5.46,7.8
23,唐津,2,3,6.8,37.13,5.69,7.94
23,唐津,2,4,6.76,36.93,5.83,7.67
23,唐津,2,5,6.75,37.3,5.75,7.83
23,唐津,2,6,6.81,36.8,5.53,7.86
23,唐津,3,1,6.74,36.47,5.33,7.83
23,唐津,3,2,6.76,37.03,5.57,7.79
23,唐津,3,3,6.8,36.54,5.5,7.8
23,唐津,3,4,6.72,36.83,6.16,7.7
23,唐津,3,5,6.8,36.9,5.81,7.85
23,唐津,3,6,6.77,36.7,5.79,7.63
23,唐津,4,1,6.66,36.43,5.41,7.83
23,唐津,4,2,6.75,37.0,5.72,7.6
23,唐津,4,3,6.73,36.93,5.73,7.8
23,唐津,4,4,6.74,37.17,5.76,7.77
23,唐津,4,5,6.7,36.97,5.63,7.87
23,唐津,4,6,6.73,36.63,5.47,7.85
23,唐津,5,1,6.7,36.53,5.2,7.77
23,唐津,5,2,6.66,36.55,5.52,7.67
23,唐津,5,3,6.76,36.67,5.37,7.7
23,唐津,5,4,6.74,36.2,5.29,7.7
23,唐津,5,5,6.79,36.33,5.33,7.66
23,唐津,5,6,6.8,36.23,5.1,7.67
23,唐津,6,1,6.73,36.67,5.43,7.77
23,唐津,6,2,6.78,36.96,5.34,7.99
23,唐津,6,3,6.84,36.77,5.3,7.73
23,唐津,6,4,6.8,37.17,5.6,7.76
23,唐津,6,5,6.81,36.9,5.63,7.63
23,唐津,6,6,6.7,36.5,5.5,7.83
23,唐津,7,1,6.75,36.57,5.3,7.86
23,唐津,7,2,6.74,37.07,5.54,7.93
23,唐津,7,3,6.79,36.77,5.69,8.01
23,唐津,7,4,6.73,36.72,5.7,7.82
23,唐津,7,5,6.65,36.69,5.97,7.7
23,唐津,7,6,6.79,37.13,5.93,7.67
23,唐津,8,1,6.81,37.0,5.5,8.07
23,唐津,8,2,6.75,36.9,5.6,8.04
23,唐津,8,3,6.75,37.4,5.59,7.8
23,唐津,8,4,6.79,36.92,5.68,7.84
23,唐津,8,5,6.75,37.13,5.87,7.67
23,唐津,8,6,6.77,36.73,5.9,7.66
23,唐津,9,1,6.8,37.28,5.5,7.98
23,唐津,9,2,6.77,37.33,5.57,7.79
23,唐津,9,3,6.8,37.43,5.77,7.77
23,唐津,9,4,6.85,37.24,5.71,8.07
23,唐津,9,5,6.77,36.73,5.67,7.8
23,唐津,9,6,6.72,36.97,5.7,7.83
23,唐津,10,1,6.7,36.57,5.15,7.8
23,唐津,10,2,6.83,36.77,5.5,7.83
23,唐津,10,3,6.76,36.59,5.49,7.86
23,唐津,10,4,6.79,37.1,5.46,7.73
23,唐津,10,5,6.77,36.94,5.6,7.7
23,唐津,10,6,6.81,36.61,5.97,7.76
23,唐津,11,1,6.78,36.33,5.49,7.79
23,唐津,11,2,6.72,37.17,5.63,7.8
23,唐津,11,3,6.74,37.5,5.93,7.78
23,唐津,11,4,6.84,37.71,5.69,7.83
23,唐津,11,5,6.77,37.23,5.9,7.86
23,唐津,11,6,6.8,36.69,5.78,7.89
23,唐津,12,1,6.74,36.19,5.38,7.8
23,唐津,12,2,6.74,36.73,5.7,7.83
23,唐津,12,3,6.71,37.03,5.5,7.87
23,唐津,12,4,6.72,37.07,5.57,7.77
23,唐津,12,5,6.74,37.27,5.52,7.9
23,唐津,12,6,6.72,37.73,5.87,7.89
24,大村,1,1,6.83,37.18,6.47,7.3
24,大村,1,2,6.86,37.6,6.23,7.31
24,大村,1,3,6.82,37.27,6.47,7.23
24,大村,1,4,6.88,36.97,6.7,7.17
24,大村,1,5,6.87,36.62,6.5,7.27
24,大村,1,6,6.82,37.57,6.33,7.13
24,大村,2,1,6.82,36.83,6.17,7.39
24,大村,2,2,6.79,37.22,6.63,7.3
24,大村,2,3,6.81,37.67,6.5,7.27
24,大村,2,4,6.8,36.77,6.63,7.2
24,大村,2,5,6.93,37.5,6.56,7.33
24,大村,2,6,6.83,37.13,6.27,7.33
24,大村,3,1,6.79,36.99,6.33,7.26
24,大村,3,2,6.8,36.63,6.2,7.2
24,大村,3,3,6.78,37.53,6.43,7.27
24,大村,3,4,6.83,36.83,6.23,7.2
24,大村,3,5,6.81,37.27,6.47,7.23
24,大村,3,6,6.82,37.0,6.3,7.27
24,大村,4,1,6.81,36.94,6.36,7.23
24,大村,4,2,6.91,37.0,6.27,7.37
