venue_no,venue_name,race_no,number,exhibition,one_lap,turning,straight
4,平和島,1,1,6.75,36.93,5.52,7.29
4,平和島,1,2,6.78,37.43,5.53,7.32
4,平和島,1,3,6.80,37.67,5.70,7.26
4,平和島,1,4,6.81,37.97,6.07,7.25
4,平和島,1,5,6.81,38.20,6.01,7.31
4,平和島,1,6,6.89,38.50,5.73,7.34
4,平和島,2,1,6.80,37.36,5.71,7.31
4,平和島,2,2,6.79,36.60,5.44,7.27
4,平和島,2,3,6.74,36.77,5.60,7.33
4,平和島,2,4,6.78,37.20,5.57,7.30
4,平和島,2,5,6.85,36.77,5.62,7.20
4,平和島,2,6,6.77,37.43,5.86,7.36
4,平和島,3,1,6.86,37.17,5.50,7.40
4,平和島,3,2,6.75,36.87,5.53,7.32
4,平和島,3,3,6.82,37.17,5.57,7.35
4,平和島,3,4,6.86,37.43,5.62,7.40
4,平和島,3,5,6.88,37.03,5.61,7.41
4,平和島,3,6,6.77,37.57,5.53,7.40
4,平和島,4,1,6.74,37.00,5.53,7.39
4,平和島,4,2,6.64,37.50,5.60,7.40
4,平和島,4,3,6.83,38.27,5.70,7.50
4,平和島,4,4,6.71,37.47,5.57,7.33
4,平和島,4,5,6.74,37.73,5.67,7.43
4,平和島,4,6,6.79,37.29,5.68,7.40
4,平和島,5,1,6.76,36.21,5.43,7.27
4,平和島,5,2,6.77,37.20,5.42,7.30
4,平和島,5,3,6.76,36.81,5.40,7.36
4,平和島,5,4,6.78,36.97,5.33,7.37
4,平和島,5,5,6.87,38.13,5.57,7.40
4,平和島,5,6,6.80,37.19,5.44,7.37
4,平和島,6,1,6.81,37.70,5.65,7.39
4,平和島,6,2,6.90,36.88,5.52,7.37
4,平和島,6,3,6.94,37.40,5.57,7.41
4,平和島,6,4,6.84,37.33,5.50,7.43
4,平和島,6,5,6.82,36.77,5.37,7.30
4,平和島,6,6,6.88,38.03,5.57,7.36
4,平和島,7,1,6.78,36.87,5.50,7.40
4,平和島,7,2,6.81,36.97,5.57,7.37
4,平和島,7,3,6.91,37.80,5.57,7.53
4,平和島,7,4,6.91,38.03,5.53,7.47
4,平和島,7,5,6.93,36.97,5.57,7.46
4,平和島,7,6,6.93,37.33,5.73,7.43
4,平和島,8,1,6.76,37.17,5.40,7.33
4,平和島,8,2,6.81,37.36,5.47,7.42
4,平和島,8,3,6.89,37.43,5.47,7.50
4,平和島,8,4,6.75,37.10,5.60,7.50
4,平和島,8,5,6.93,38.33,5.80,7.57
4,平和島,8,6,6.86,37.77,5.80,7.41
4,平和島,9,1,6.78,37.03,5.40,7.40
4,平和島,9,2,6.78,37.63,5.50,7.37
4,平和島,9,3,6.86,37.43,5.43,7.40
4,平和島,9,4,6.81,37.00,6.60,7.23
4,平和島,9,5,6.90,36.80,5.63,7.23
4,平和島,9,6,6.88,37.13,6.03,7.40
4,平和島,10,1,6.76,37.00,5.43,7.33
4,平和島,10,2,6.82,36.89,5.40,7.40
4,平和島,10,3,6.88,36.90,5.37,7.47
4,平和島,10,4,6.82,37.37,5.90,7.33
4,平和島,10,5,6.89,37.16,5.48,7.27
4,平和島,10,6,6.83,37.73,5.47,7.33
6,浜名湖,1,1,6.69,36.82,5.51,8.05
6,浜名湖,1,2,6.63,36.93,5.32,7.95
6,浜名湖,1,3,6.71,37.34,5.31,7.87
6,浜名湖,1,4,6.69,37.57,5.19,7.81
6,浜名湖,1,5,6.67,38.27,5.74,7.82
6,浜名湖,1,6,6.66,38.04,5.60,7.76
6,浜名湖,2,1,6.68,36.82,5.20,7.88
6,浜名湖,2,2,6.71,37.24,5.28,7.98
6,浜名湖,2,3,6.67,36.93,5.29,7.87
6,浜名湖,2,4,6.75,37.27,5.30,7.81
6,浜名湖,2,5,6.66,37.55,5.75,7.77
6,浜名湖,2,6,6.66,36.79,5.51,7.85
6,浜名湖,3,1,6.71,36.37,5.13,7.86
6,浜名湖,3,2,6.65,36.93,5.10,7.95
6,浜名湖,3,3,6.68,36.97,5.28,7.94
6,浜名湖,3,4,6.71,37.64,5.47,7.94
6,浜名湖,3,5,6.76,37.58,5.40,7.96
6,浜名湖,3,6,6.74,37.31,5.49,7.98
6,浜名湖,4,1,6.75,36.52,5.16,8.02
6,浜名湖,4,2,6.79,37.55,5.26,7.93
6,浜名湖,4,3,6.76,37.36,5.32,8.00
6,浜名湖,4,4,6.69,37.29,5.57,7.73
6,浜名湖,4,5,6.88,37.71,5.54,8.05
6,浜名湖,4,6,6.88,37.61,5.41,8.17
6,浜名湖,5,1,6.71,37.13,5.35,7.98
6,浜名湖,5,2,6.82,37.08,5.16,7.99
6,浜名湖,5,3,6.59,37.35,5.65,7.72
6,浜名湖,5,4,6.72,37.96,5.89,7.79
6,浜名湖,5,5,6.74,37.26,5.61,7.88
6,浜名湖,5,6,6.81,37.36,5.48,8.02
6,浜名湖,6,1,6.71,36.29,5.18,7.80
6,浜名湖,6,2,6.71,37.13,5.16,7.89
6,浜名湖,6,3,6.64,37.57,5.30,7.97
6,浜名湖,6,4,6.66,37.25,5.39,7.93
6,浜名湖,6,5,6.76,38.01,5.92,7.88
6,浜名湖,6,6,6.63,37.68,5.98,7.94
6,浜名湖,7,1,6.64,36.66,5.30,7.76
6,浜名湖,7,2,6.71,37.85,5.28,8.00
6,浜名湖,7,3,6.75,37.44,5.22,7.96
6,浜名湖,7,4,6.70,37.35,5.35,7.74
6,浜名湖,7,5,6.63,37.15,5.32,7.78
6,浜名湖,7,6,6.71,37.29,5.41,7.91
6,浜名湖,8,1,6.64,37.34,5.20,7.98
6,浜名湖,8,2,6.71,37.55,5.40,8.07
6,浜名湖,8,3,6.57,37.30,5.38,7.90
6,浜名湖,8,4,6.70,37.17,5.34,7.97
6,浜名湖,8,5,6.70,37.38,5.43,7.95
6,浜名湖,8,6,6.56,37.40,6.25,7.70
6,浜名湖,9,1,6.71,36.90,5.38,7.94
6,浜名湖,9,2,6.50,37.43,5.31,7.79
6,浜名湖,9,3,6.71,38.33,5.28,7.86
6,浜名湖,9,4,6.70,38.12,5.94,7.70
6,浜名湖,9,5,6.71,38.31,5.78,7.82
6,浜名湖,9,6,6.71,38.20,5.59,7.86
6,浜名湖,10,1,6.67,37.01,5.26,7.90
6,浜名湖,10,2,6.72,37.50,5.17,7.99
6,浜名湖,10,3,6.69,37.43,5.05,7.90
6,浜名湖,10,4,6.69,37.93,5.41,7.89
6,浜名湖,10,5,6.59,37.69,5.28,7.87
