venue_no,venue_name,race_no,number,exhibition,one_lap,turning,straight
18,徳山,1,1,6.94,37.42,11.53,
18,徳山,1,2,6.91,37.76,11.92,
18,徳山,1,3,6.94,37.89,11.66,
18,徳山,1,4,6.96,37.76,11.72,
18,徳山,1,5,6.9,37.77,11.98,
18,徳山,1,6,6.97,37.58,11.75,
23,唐津,1,1,6.74,36.43,5.23,7.77
23,唐津,1,2,6.7,37.04,5.6,7.93
23,唐津,1,3,6.78,37.69,5.7,7.93
23,唐津,1,4,6.81,37.04,5.47,7.73
23,唐津,1,5,6.67,38.47,5.73,8.23
23,唐津,1,6,6.71,37.03,5.57,7.8
2,戸田,1,1,6.53,37.87,5.52,7.04
2,戸田,1,2,6.7,37.25,5.37,7.04
2,戸田,1,3,6.7,37.87,5.51,7.07
2,戸田,1,4,6.73,37.97,5.33,7.1
2,戸田,1,5,6.66,38.23,5.43,7.03
2,戸田,1,6,6.63,37.94,5.66,6.91
2,戸田,2,1,6.56,37.13,5.44,6.87
2,戸田,2,2,6.59,37.38,5.71,6.97
2,戸田,2,3,6.74,37.65,5.84,7.2
2,戸田,2,4,6.69,36.66,5.36,6.98
2,戸田,2,5,6.66,37.05,5.44,6.93
2,戸田,2,6,6.57,37.58,5.31,6.87
2,戸田,3,1,6.6,37.67,5.39,6.9
2,戸田,3,2,6.6,37.85,5.57,6.97
2,戸田,3,3,6.61,38.13,5.53,6.95
2,戸田,3,4,6.68,37.70,5.36,6.93
2,戸田,3,5,6.6,37.43,5.43,6.94
2,戸田,3,6,6.58,37.08,5.27,6.86
2,戸田,4,1,6.63,37.39,6.0,6.77
2,戸田,4,2,6.72,37.55,5.64,6.83
2,戸田,4,3,6.68,37.46,5.73,6.86
2,戸田,4,4,6.77,37.39,5.76,6.88
2,戸田,4,5,6.63,37.81,5.49,7.08
2,戸田,4,6,6.77,37.56,6.31,6.73
2,戸田,5,1,6.66,37.03,5.53,6.83
2,戸田,5,2,6.73,37.08,5.39,7.0
2,戸田,5,3,6.57,37.87,5.53,6.94
2,戸田,5,4,6.66,38.79,5.81,7.03
2,戸田,5,5,6.68,38.12,5.42,7.08
2,戸田,5,6,6.58,37.90,5.5,6.96
2,戸田,6,1,6.63,37.43,5.29,6.93
2,戸田,6,2,6.6,38.12,5.36,6.96
2,戸田,6,3,6.69,37.89,5.4,7.07
2,戸田,6,4,6.65,39.02,5.57,6.88
2,戸田,6,5,6.81,38.61,5.58,7.05
2,戸田,6,6,6.74,38.99,5.37,6.96
2,戸田,7,1,6.57,37.49,5.8,6.77
2,戸田,7,2,6.75,37.87,5.67,6.93
2,戸田,7,3,6.57,38.20,5.71,6.95
2,戸田,7,4,6.66,37.47,5.47,6.98
2,戸田,7,5,6.65,37.01,5.17,6.91
2,戸田,7,6,6.72,38.10,5.56,7.0
2,戸田,8,1,6.55,36.78,5.35,6.93
2,戸田,8,2,6.57,37.17,5.42,6.95
2,戸田,8,3,6.62,37.44,5.43,6.97
2,戸田,8,4,6.68,37.28,5.66,6.89
2,戸田,8,5,6.65,36.60,5.4,6.87
2,戸田,8,6,6.74,37.03,5.27,7.08
2,戸田,9,1,6.62,36.90,5.46,7.01
2,戸田,9,2,6.7,37.65,5.75,6.9
2,戸田,9,3,6.76,37.71,5.8,7.06
2,戸田,9,4,6.75,38.99,6.34,6.83
2,戸田,9,5,6.69,37.77,6.01,6.87
2,戸田,9,6,6.66,38.05,5.72,7.01
