venue_no,venue_name,race_no,number,exhibition,one_lap,turning,straight
10,三国,1,1,6.72,37.07,5.6,6.65
10,三国,1,2,6.75,38.15,6.02,6.98
10,三国,1,3,6.74,37.12,5.4,6.75
10,三国,1,4,6.78,38.27,5.83,6.75
10,三国,1,5,6.86,38.17,5.8,6.7
10,三国,1,6,6.83,39.75,6.23,6.93
18,徳山,1,1,6.87,36.42,11.22,
18,徳山,1,2,6.91,37.14,11.53,
18,徳山,1,3,6.95,37.45,11.74,
18,徳山,1,4,6.74,38.21,12.15,
18,徳山,1,5,6.96,37.95,12.0,
18,徳山,1,6,6.96,38.08,11.83,
18,徳山,2,1,6.88,37.82,11.83,
18,徳山,2,2,6.92,37.39,11.72,
18,徳山,2,3,6.91,37.43,11.67,
18,徳山,2,4,6.94,37.91,11.78,
18,徳山,2,5,6.95,37.85,11.81,
18,徳山,2,6,6.88,38.43,11.86,
10,三国,2,1,6.76,36.75,5.48,6.65
10,三国,2,2,6.75,37.1,5.55,6.68
10,三国,2,3,6.8,37.13,5.63,6.63
10,三国,2,4,6.83,37.42,5.62,6.77
10,三国,2,5,6.7,37.48,5.83,6.68
10,三国,2,6,6.69,37.82,5.87,6.68
18,徳山,3,1,6.93,36.86,11.38,
18,徳山,3,2,6.91,37.55,11.78,
18,徳山,3,3,6.92,37.64,11.71,
18,徳山,3,4,6.99,37.68,11.69,
18,徳山,3,5,6.96,38.25,11.86,
18,徳山,3,6,7.01,37.63,11.68,
10,三国,3,1,6.75,37.15,5.83,6.7
10,三国,3,2,6.72,37.22,5.67,6.73
10,三国,3,3,6.77,36.92,5.58,6.7
10,三国,3,4,6.76,37.6,5.83,6.82
10,三国,3,5,6.84,37.95,5.83,6.73
10,三国,3,6,6.75,38.48,6.05,6.8
18,徳山,4,1,6.89,37.6,11.83,
18,徳山,4,2,6.86,37.59,11.85,
18,徳山,4,3,6.99,37.98,11.88,
18,徳山,4,4,6.93,37.66,11.55,
18,徳山,4,5,6.93,37.86,11.78,
18,徳山,4,6,6.89,37.02,11.61,
10,三国,4,1,6.69,37.08,5.77,6.58
10,三国,4,2,6.73,36.83,5.58,6.73
10,三国,4,3,6.8,37.08,5.5,6.68
10,三国,4,4,6.76,38.38,6.43,6.8
10,三国,4,5,6.84,37.85,5.72,6.82
10,三国,4,6,6.77,36.85,5.47,6.8
4,平和島,1,1,6.97,36.53,5.57,7.3
4,平和島,1,2,6.93,37.53,5.87,7.3
4,平和島,1,3,6.92,37.47,5.83,7.4
4,平和島,1,4,6.97,37.3,5.63,7.43
4,平和島,1,5,6.98,37.5,6.07,7.27
4,平和島,1,6,6.87,37.32,5.67,7.27
4,平和島,2,1,6.9,37.17,5.5,7.3
4,平和島,2,2,6.89,37.23,5.73,7.3
4,平和島,2,3,6.93,37.83,5.83,7.37
4,平和島,2,4,7.0,37.26,5.6,7.33
4,平和島,2,5,6.8,37.78,5.59,7.4
4,平和島,2,6,6.93,37.43,5.83,7.33
4,平和島,3,1,6.88,37.17,5.4,7.3
4,平和島,3,2,6.88,37.62,5.57,7.31
4,平和島,3,3,6.96,37.43,5.4,7.33
4,平和島,3,4,6.82,37.55,5.61,7.38
4,平和島,3,5,6.84,37.88,5.68,7.33
4,平和島,3,6,6.89,37.13,5.48,7.35
4,平和島,4,1,6.88,36.6,5.73,7.23
4,平和島,4,2,6.9,36.3,5.97,7.17
4,平和島,4,3,6.93,36.3,5.63,7.3
4,平和島,4,4,6.93,37.13,5.63,7.43
4,平和島,4,5,6.96,36.66,5.44,7.33
4,平和島,4,6,6.82,37.3,5.6,7.33
4,平和島,5,1,6.87,36.53,5.37,7.3
4,平和島,5,2,6.9,37.36,5.94,7.42
4,平和島,5,3,6.88,37.51,5.96,7.37
4,平和島,5,4,6.84,37.0,5.5,7.41
4,平和島,5,5,6.83,37.17,5.59,7.39
4,平和島,5,6,6.89,38.6,5.9,7.37
5,多摩川,1,1,6.66,36.86,5.73,6.87
5,多摩川,1,2,6.6,36.62,6.0,6.8
5,多摩川,1,3,6.66,36.7,5.9,6.93
5,多摩川,1,4,6.76,37.15,5.69,7.05
5,多摩川,1,5,6.63,36.94,5.97,6.72
5,多摩川,1,6,6.62,37.8,5.73,6.86
5,多摩川,2,1,6.73,37.03,5.67,6.83
5,多摩川,2,2,6.7,37.63,5.8,7.0
5,多摩川,2,3,6.74,36.62,5.26,6.91
5,多摩川,2,4,6.75,37.03,6.04,6.7
5,多摩川,2,5,6.73,37.3,6.27,6.84
5,多摩川,2,6,6.77,37.02,5.54,6.87
5,多摩川,3,1,6.59,36.97,6.03,6.87
5,多摩川,3,2,6.54,37.1,6.07,6.71
5,多摩川,3,3,6.46,36.97,6.46,6.74
5,多摩川,3,4,6.64,37.74,5.93,6.92
5,多摩川,3,5,6.58,37.35,5.94,6.91
5,多摩川,3,6,6.66,37.16,6.11,7.04
5,多摩川,4,1,6.71,36.7,5.97,6.6
5,多摩川,4,2,6.61,37.39,5.86,6.93
5,多摩川,4,3,6.62,37.35,5.68,6.9
5,多摩川,4,4,6.67,37.63,6.07,6.93
5,多摩川,4,5,6.67,37.05,6.06,6.87
5,多摩川,4,6,6.7,36.97,5.76,6.9
6,浜名湖,1,1,6.84,37.53,5.51,8.26
6,浜名湖,1,2,6.75,37.46,5.65,8.01
6,浜名湖,1,3,6.66,38.47,5.81,8.07
6,浜名湖,1,4,6.84,38.07,5.99,8.3
6,浜名湖,1,5,6.72,38.33,5.61,8.19
6,浜名湖,1,6,6.78,37.52,5.85,8.25
6,浜名湖,2,1,6.68,36.75,5.41,8.03
6,浜名湖,2,2,6.81,37.27,5.31,8.03
6,浜名湖,2,3,6.74,37.91,5.87,8.05
6,浜名湖,2,4,6.72,37.24,5.52,7.78
6,浜名湖,2,5,6.78,37.6,5.5,8.26
6,浜名湖,2,6,6.81,37.73,5.47,8.09
6,浜名湖,3,1,6.76,37.04,5.45,8.07
6,浜名湖,3,2,6.74,37.42,5.3,8.1
6,浜名湖,3,3,6.74,37.36,5.2,8.08
6,浜名湖,3,4,6.78,37.86,5.14,8.09
6,浜名湖,3,5,6.78,37.71,5.24,8.29
6,浜名湖,3,6,6.69,36.9,5.21,8.04
6,浜名湖,4,1,6.76,36.94,5.2,8.2
6,浜名湖,4,2,6.71,37.01,5.35,8.02
6,浜名湖,4,3,6.74,37.19,5.87,8.13
6,浜名湖,4,4,6.75,37.25,5.74,8.09
6,浜名湖,4,5,6.81,37.53,5.8,7.97
6,浜名湖,4,6,6.69,37.2,5.69,8.03
4,平和島,6,1,6.9,37.17,5.55,7.36
4,平和島,6,2,6.86,37.73,5.6,7.37
4,平和島,6,3,6.94,37.45,5.73,7.37
4,平和島,6,4,6.91,37.88,5.87,7.33
4,平和島,6,5,6.93,37.3,5.73,7.39
4,平和島,6,6,6.87,37.16,5.67,7.33
5,多摩川,5,1,6.68,36.23,5.66,6.87
5,多摩川,5,2,6.76,37.6,6.14,6.88
5,多摩川,5,3,6.77,37.3,5.7,7.06
5,多摩川,5,4,6.68,37.27,5.57,6.94
5,多摩川,5,5,6.61,36.88,5.98,6.77
5,多摩川,5,6,6.73,37.06,5.52,7.01
6,浜名湖,5,1,6.79,37.93,5.37,8.04
6,浜名湖,5,2,6.76,38.0,5.4,8.05
6,浜名湖,5,3,6.71,37.79,5.64,7.91
6,浜名湖,5,4,6.83,38.53,5.47,8.12
6,浜名湖,5,5,6.81,37.84,5.37,8.07
6,浜名湖,5,6,6.78,37.86,5.47,8.16
9,津,1,1,6.79,37.2,4.57,8.43
9,津,1,2,6.8,37.14,4.5,8.47
9,津,1,3,6.78,37.3,4.6,8.27
9,津,1,4,6.88,37.73,4.9,8.43
9,津,1,5,6.86,37.6,4.6,8.6
9,津,1,6,6.8,37.28,4.66,8.47
9,津,2,1,6.85,37.5,4.4,8.47
9,津,2,2,6.74,36.63,4.4,8.37
9,津,2,3,6.81,36.85,4.64,8.3
9,津,2,4,6.76,36.89,4.47,8.43
9,津,2,5,6.79,37.2,4.43,8.37
9,津,2,6,6.76,37.85,4.69,8.27
9,津,3,1,6.77,36.6,4.53,8.33
9,津,3,2,6.85,37.57,4.6,8.63
9,津,3,3,6.79,37.17,4.56,8.5
9,津,3,4,6.8,37.63,4.87,8.41
9,津,3,5,6.78,37.13,4.87,8.37
9,津,3,6,6.75,37.17,4.5,8.31
9,津,4,1,6.76,37.06,4.29,8.47
9,津,4,2,6.75,37.47,4.57,8.53
9,津,4,3,6.86,37.13,4.4,8.47
9,津,4,4,6.75,37.27,4.37,8.43
9,津,4,5,6.72,37.63,4.97,8.3
9,津,4,6,6.76,37.67,4.97,8.19
9,津,5,1,6.68,37.08,4.5,8.63
9,津,5,2,6.8,37.5,4.5,8.53
9,津,5,3,6.75,37.42,4.83,8.34
9,津,5,4,6.76,37.27,5.1,8.19
9,津,5,5,6.76,36.89,4.85,8.37
9,津,5,6,6.73,37.04,4.53,8.37
9,津,6,1,6.74,37.43,4.44,8.33
9,津,6,2,6.73,37.84,5.01,8.17
9,津,6,3,6.84,38.04,4.86,8.37
9,津,6,4,6.88,37.93,4.89,8.4
9,津,6,5,6.82,37.33,4.83,8.27
9,津,6,6,6.67,36.72,4.37,8.33
9,津,7,1,6.79,37.36,4.57,8.42
9,津,7,2,6.87,37.6,4.57,8.4
9,津,7,3,6.9,37.3,4.83,8.55
9,津,7,4,6.89,37.49,4.77,8.44
9,津,7,5,6.86,37.6,4.73,8.56
9,津,7,6,6.77,36.6,4.7,8.33
10,三国,5,1,6.7,36.75,5.53,6.67
10,三国,5,2,6.74,37.22,5.53,6.72
10,三国,5,3,6.72,37.62,5.68,6.73
10,三国,5,4,6.71,37.65,5.78,6.8
10,三国,5,5,6.82,37.92,5.63,6.85
10,三国,5,6,6.79,37.92,5.85,6.8
10,三国,6,1,6.73,37.02,5.63,6.7
10,三国,6,2,6.73,38.52,5.63,6.72
10,三国,6,3,6.68,38.32,6.13,6.68
10,三国,6,4,6.74,38.18,5.95,6.75
10,三国,6,5,6.76,37.1,5.8,6.63
10,三国,6,6,6.74,37.42,5.62,6.73
10,三国,7,1,6.71,37.23,5.73,6.73
10,三国,7,2,6.72,37.58,5.67,6.68
10,三国,7,3,6.83,38.12,6.03,6.75
10,三国,7,4,6.74,37.52,5.83,6.68
10,三国,7,5,6.84,37.9,5.9,6.77
10,三国,7,6,6.77,37.52,5.7,6.82
10,三国,8,1,6.84,36.92,5.88,6.73
10,三国,8,2,6.78,37.92,6.08,6.85
10,三国,8,3,6.77,37.3,5.75,6.82
10,三国,8,4,6.81,38.38,6.78,6.72
10,三国,8,5,6.82,37.52,5.75,6.8
10,三国,8,6,6.78,37.57,5.92,6.82
10,三国,9,1,6.72,37.6,6.22,6.67
10,三国,9,2,6.77,37.05,5.8,6.77
10,三国,9,3,6.77,37.03,5.65,6.72
10,三国,9,4,6.75,37.58,5.83,6.77
10,三国,9,5,6.8,38.52,6.22,6.82
10,三国,9,6,6.81,38.17,5.77,6.83
10,三国,10,1,6.76,36.97,5.73,6.68
10,三国,10,2,6.86,37.88,5.85,6.82
10,三国,10,3,6.78,37.42,5.68,6.75
10,三国,10,4,6.85,37.37,5.67,6.85
10,三国,10,5,6.82,37.08,5.85,6.73
10,三国,10,6,6.81,37.42,6.08,6.7
13,尼崎,1,1,6.84,36.86,11.65,
13,尼崎,1,2,6.95,37.32,11.74,
13,尼崎,1,3,6.88,37.32,11.72,
13,尼崎,1,4,6.89,37.17,11.49,
13,尼崎,1,5,6.93,37.86,11.96,
13,尼崎,1,6,6.85,37.96,11.84,
13,尼崎,2,1,6.97,37.16,11.71,
13,尼崎,2,2,6.83,37.37,11.67,
13,尼崎,2,3,6.99,37.56,11.86,
13,尼崎,2,4,6.8,37.76,11.98,
13,尼崎,2,5,6.92,37.36,11.76,
13,尼崎,2,6,6.9,38.18,12.22,
13,尼崎,3,1,6.97,37.42,11.65,
13,尼崎,3,2,6.83,37.39,11.84,
13,尼崎,3,3,6.88,38.28,12.27,
13,尼崎,3,4,6.96,38.51,12.09,
13,尼崎,3,5,6.88,37.8,11.99,
13,尼崎,3,6,6.97,38.11,12.1,
13,尼崎,4,1,6.87,36.9,11.44,
13,尼崎,4,2,6.87,37.58,11.7,
13,尼崎,4,3,6.85,36.47,11.32,
13,尼崎,4,4,6.79,37.73,12.08,
13,尼崎,4,5,6.84,37.28,11.78,
13,尼崎,4,6,6.9,39.15,12.06,
13,尼崎,5,1,6.86,37.05,11.47,
13,尼崎,5,2,6.82,36.81,11.45,
13,尼崎,5,3,6.91,37.23,11.66,
13,尼崎,5,4,6.83,36.88,11.56,
13,尼崎,5,5,6.83,37.16,11.58,
13,尼崎,5,6,6.89,38.21,12.16,
13,尼崎,6,1,6.82,37.51,11.47,
13,尼崎,6,2,6.9,37.79,11.47,
13,尼崎,6,3,6.87,37.52,11.57,
13,尼崎,6,4,6.88,37.8,11.46,
13,尼崎,6,5,6.85,37.07,11.62,
13,尼崎,6,6,6.89,37.84,11.88,
13,尼崎,7,1,6.8,36.55,11.2,
13,尼崎,7,2,6.81,37.04,11.59,
13,尼崎,7,3,6.91,37.53,11.67,
13,尼崎,7,4,6.88,38.07,11.68,
13,尼崎,7,5,6.81,37.8,11.53,
13,尼崎,7,6,6.83,36.91,11.44,
18,徳山,5,1,6.9,37.62,11.59,
18,徳山,5,2,6.94,37.57,11.69,
18,徳山,5,3,6.99,37.8,11.88,
18,徳山,5,4,6.98,37.9,11.78,
18,徳山,5,5,6.92,37.45,11.74,
18,徳山,5,6,6.86,37.73,11.69,
18,徳山,6,1,6.89,37.48,11.46,
18,徳山,6,2,6.88,38.01,11.71,
18,徳山,6,3,6.86,37.74,11.53,
18,徳山,6,4,6.94,38.83,11.68,
18,徳山,6,5,6.83,37.82,11.63,
18,徳山,6,6,6.89,37.68,11.57,
18,徳山,7,1,6.89,37.36,11.52,
18,徳山,7,2,6.89,37.47,11.61,
18,徳山,7,3,6.91,37.91,11.92,
18,徳山,7,4,6.91,37.79,11.44,
18,徳山,7,5,6.95,37.92,11.53,
18,徳山,7,6,6.9,37.25,11.52,
18,徳山,8,1,6.91,37.71,11.8,
18,徳山,8,2,7.0,37.8,11.85,
18,徳山,8,3,6.92,37.86,11.67,
18,徳山,8,4,6.96,37.81,11.95,
18,徳山,8,5,6.97,37.77,11.88,
18,徳山,8,6,6.99,37.88,11.78,
18,徳山,9,1,6.87,37.27,11.56,
18,徳山,9,2,6.95,37.98,11.75,
18,徳山,9,3,6.93,38.01,11.82,
18,徳山,9,4,6.97,37.88,11.81,
18,徳山,9,5,6.78,38.26,12.31,
18,徳山,9,6,6.97,38.42,11.74,
18,徳山,10,1,6.92,37.05,11.5,
18,徳山,10,2,6.98,37.66,11.66,
18,徳山,10,3,6.87,37.86,11.72,
18,徳山,10,4,6.95,38.39,11.86,
18,徳山,10,5,6.93,38.38,11.95,
18,徳山,10,6,6.93,37.7,11.78,
18,徳山,11,1,7.02,37.25,11.64,
18,徳山,11,2,7.0,37.58,11.76,
18,徳山,11,3,7.0,37.54,11.7,
18,徳山,11,4,7.04,37.68,11.72,
18,徳山,11,5,7.02,37.75,11.7,
18,徳山,11,6,6.97,37.87,11.54,
22,福岡,1,1,6.8,36.47,5.43,7.67
22,福岡,1,2,6.83,37.27,5.53,7.67
22,福岡,1,3,6.99,37.62,5.63,7.83
22,福岡,1,4,6.8,38.38,5.67,7.63
22,福岡,1,5,6.88,37.74,5.57,7.67
22,福岡,1,6,6.88,38.52,5.56,7.54
22,福岡,2,1,6.82,37.32,5.36,7.67
22,福岡,2,2,6.84,38.13,5.63,7.67
22,福岡,2,3,6.85,37.93,5.73,7.77
22,福岡,2,4,6.85,38.13,5.73,7.77
22,福岡,2,5,6.78,37.57,5.43,7.63
22,福岡,2,6,6.78,37.84,5.76,7.58
22,福岡,3,1,6.81,36.47,5.84,7.77
22,福岡,3,2,6.8,37.61,5.69,7.63
22,福岡,3,3,6.8,37.2,5.57,7.67
22,福岡,3,4,6.81,37.04,5.61,7.5
22,福岡,3,5,6.81,37.94,6.04,7.63
22,福岡,3,6,6.99,38.81,5.92,7.73
22,福岡,4,1,6.79,36.68,5.73,7.73
22,福岡,4,2,6.82,37.11,5.67,7.7
22,福岡,4,3,6.77,37.34,5.53,7.73
22,福岡,4,4,6.75,37.71,5.57,7.57
22,福岡,4,5,6.79,37.56,5.87,7.63
22,福岡,4,6,6.88,38.32,5.74,7.75
6,浜名湖,6,1,6.68,36.74,5.29,8.0
6,浜名湖,6,2,6.89,38.0,5.57,8.27
6,浜名湖,6,3,6.78,37.38,5.62,8.05
6,浜名湖,6,4,6.78,37.87,5.66,8.0
6,浜名湖,6,5,6.71,37.73,5.43,7.93
6,浜名湖,6,6,6.79,37.9,5.55,8.1
10,三国,11,1,6.84,37.13,5.93,6.7
10,三国,11,2,6.82,37.28,5.75,6.83
10,三国,11,3,6.93,37.5,5.67,6.82
10,三国,11,4,6.8,37.2,5.97,6.73
10,三国,11,5,6.85,37.5,5.92,6.8
10,三国,11,6,6.82,37.48,5.88,6.7
9,津,8,1,6.87,37.67,4.73,8.47
9,津,8,2,6.74,37.2,4.57,8.47
9,津,8,3,6.78,37.64,4.63,8.47
9,津,8,4,6.84,37.8,4.83,8.47
9,津,8,5,6.79,37.52,4.58,8.33
9,津,8,6,6.7,37.97,4.66,8.4
22,福岡,5,1,6.75,36.9,5.67,7.7
22,福岡,5,2,6.88,37.84,5.52,7.76
22,福岡,5,3,6.85,37.33,5.67,7.73
22,福岡,5,4,6.85,37.64,5.53,7.73
22,福岡,5,5,6.87,37.52,5.71,7.72
22,福岡,5,6,6.83,37.3,5.7,7.7
5,多摩川,6,1,6.6,36.96,5.53,6.93
5,多摩川,6,2,6.72,37.16,5.84,6.94
5,多摩川,6,3,6.67,37.27,5.87,6.88
5,多摩川,6,4,6.73,37.15,5.79,6.96
5,多摩川,6,5,6.75,37.16,5.9,7.08
5,多摩川,6,6,6.7,37.25,6.11,6.76
18,徳山,12,1,6.91,37.32,11.53,
18,徳山,12,2,6.93,37.44,11.67,
18,徳山,12,3,6.94,37.53,11.7,
18,徳山,12,4,6.94,37.46,11.72,
18,徳山,12,5,7.03,38.58,11.93,
18,徳山,12,6,7.01,38.65,12.05,
4,平和島,7,1,6.82,36.83,5.53,7.32
4,平和島,7,2,6.89,37.33,5.6,7.4
4,平和島,7,3,6.95,37.64,5.67,7.33
4,平和島,7,4,6.92,37.73,5.68,7.43
4,平和島,7,5,6.92,37.07,5.96,7.3
4,平和島,7,6,6.95,37.41,5.69,7.37
13,尼崎,8,1,6.94,37.39,11.65,
13,尼崎,8,2,6.86,37.56,11.63,
13,尼崎,8,3,6.88,37.11,11.65,
13,尼崎,8,4,6.83,36.99,11.39,
13,尼崎,8,5,6.9,37.78,11.84,
13,尼崎,8,6,6.85,36.75,11.41,
6,浜名湖,7,1,6.78,36.93,5.17,8.1
6,浜名湖,7,2,6.78,37.48,5.28,8.24
6,浜名湖,7,3,6.81,37.82,5.44,8.24
6,浜名湖,7,4,6.71,37.22,5.47,8.1
6,浜名湖,7,5,6.81,37.41,5.43,7.9
6,浜名湖,7,6,6.69,37.97,5.51,8.24
10,三国,12,1,6.84,37.57,5.98,6.72
10,三国,12,2,6.87,37.67,5.8,6.85
10,三国,12,3,6.76,37.68,5.78,6.8
10,三国,12,4,6.85,37.27,5.77,6.75
10,三国,12,5,6.8,37.32,5.65,6.78
10,三国,12,6,6.77,36.77,5.62,6.77
9,津,9,1,6.71,37.08,4.56,8.27
9,津,9,2,6.78,37.51,4.64,8.24
9,津,9,3,6.76,37.4,4.53,8.35
9,津,9,4,6.77,37.31,4.8,8.2
9,津,9,5,6.71,37.83,5.0,8.3
9,津,9,6,6.8,37.72,4.81,8.48
22,福岡,6,1,6.88,37.39,5.6,7.73
22,福岡,6,2,6.87,37.32,5.95,7.7
22,福岡,6,3,6.89,37.71,5.53,7.67
22,福岡,6,4,6.88,37.52,5.43,7.6
22,福岡,6,5,6.86,38.17,5.68,7.63
22,福岡,6,6,6.92,38.17,5.93,7.57
4,平和島,8,1,6.89,37.29,5.43,7.27
4,平和島,8,2,6.92,38.0,5.67,7.4
4,平和島,8,3,7.01,38.03,5.73,7.37
4,平和島,8,4,6.89,37.66,5.61,7.37
4,平和島,8,5,6.94,37.67,5.73,7.3
4,平和島,8,6,6.91,37.83,5.57,7.3
5,多摩川,7,1,6.53,36.8,6.47,6.63
5,多摩川,7,2,6.7,36.88,5.77,6.94
5,多摩川,7,3,6.67,37.2,6.0,7.04
5,多摩川,7,4,6.64,36.66,5.49,6.93
5,多摩川,7,5,6.75,37.47,5.83,7.13
5,多摩川,7,6,6.65,37.06,5.57,7.01
13,尼崎,9,1,6.86,36.86,11.33,
13,尼崎,9,2,6.85,37.81,11.93,
13,尼崎,9,3,6.84,36.91,11.68,
13,尼崎,9,4,6.85,37.13,11.63,
13,尼崎,9,5,6.9,37.37,11.79,
13,尼崎,9,6,6.87,37.09,11.77,
6,浜名湖,8,1,6.63,36.21,5.27,7.89
6,浜名湖,8,2,6.85,37.46,5.33,8.16
6,浜名湖,8,3,6.83,37.08,5.22,8.21
6,浜名湖,8,4,6.82,36.81,5.11,7.99
6,浜名湖,8,5,6.78,37.47,5.3,8.06
6,浜名湖,8,6,6.75,37.72,5.2,8.01
22,福岡,7,1,6.83,37.54,5.7,7.67
22,福岡,7,2,6.85,37.73,5.57,7.7
22,福岡,7,3,6.89,38.83,5.77,7.63
22,福岡,7,4,6.84,38.84,5.86,7.63
22,福岡,7,5,6.83,38.54,5.66,7.7
22,福岡,7,6,6.86,38.73,6.0,7.71
9,津,10,1,6.86,37.43,4.43,8.5
9,津,10,2,6.8,37.33,4.43,8.6
9,津,10,3,6.7,37.39,4.83,8.63
9,津,10,4,6.79,37.17,4.8,8.5
9,津,10,5,6.88,37.5,4.75,8.53
9,津,10,6,6.83,37.44,4.93,8.13
15,丸亀,1,1,6.84,37.17,5.73,5.63
15,丸亀,1,2,6.81,37.03,5.5,5.73
15,丸亀,1,3,6.84,37.03,5.4,5.73
15,丸亀,1,4,6.75,37.57,5.33,5.77
15,丸亀,1,5,6.75,37.0,5.47,5.8
15,丸亀,1,6,6.81,37.5,5.67,6.13
4,平和島,9,1,6.85,38.4,5.77,7.33
4,平和島,9,2,6.94,36.73,5.6,7.37
4,平和島,9,3,6.87,37.1,5.5,7.33
4,平和島,9,4,6.97,36.8,5.63,7.27
4,平和島,9,5,6.93,36.77,5.73,7.3
4,平和島,9,6,6.84,37.27,5.63,7.33
4,平和島,10,1,6.92,37.6,5.5,7.37
4,平和島,10,2,6.96,37.27,5.57,7.4
4,平和島,10,3,6.94,37.6,5.73,7.37
4,平和島,10,4,6.94,37.9,5.53,7.37
4,平和島,10,5,6.87,37.13,5.5,7.33
4,平和島,10,6,6.96,37.5,5.63,7.33
6,浜名湖,9,1,6.78,37.36,5.22,8.06
6,浜名湖,9,2,6.78,37.43,5.47,8.09
6,浜名湖,9,3,6.78,37.93,5.46,8.28
6,浜名湖,9,4,6.86,37.93,5.64,8.11
6,浜名湖,9,5,6.8,37.75,5.78,8.03
6,浜名湖,9,6,6.77,37.63,5.42,8.16
7,蒲郡,1,1,6.78,36.97,5.12,6.32
7,蒲郡,1,2,6.83,36.6,4.88,6.32
7,蒲郡,1,3,6.81,36.84,5.05,6.35
7,蒲郡,1,4,6.78,37.23,5.3,6.42
7,蒲郡,1,5,6.83,37.3,5.23,6.5
7,蒲郡,1,6,6.78,37.07,5.2,6.36
7,蒲郡,2,1,6.62,36.3,4.82,6.32
7,蒲郡,2,2,6.68,37.16,4.9,6.25
7,蒲郡,2,3,6.67,36.97,5.07,6.38
7,蒲郡,2,4,6.66,36.45,4.95,6.27
7,蒲郡,2,5,6.67,36.7,4.98,6.36
7,蒲郡,2,6,6.7,36.66,4.96,6.42
9,津,11,1,6.75,36.73,4.24,8.53
9,津,11,2,6.71,36.8,4.37,8.47
9,津,11,3,6.84,37.01,4.63,8.43
9,津,11,4,6.82,37.97,4.77,8.37
9,津,11,5,6.8,37.33,4.7,8.37
9,津,11,6,6.9,37.7,4.6,8.77
12,住之江,1,1,6.94,37.17,11.45,
12,住之江,1,2,6.93,37.56,11.55,
12,住之江,1,3,6.92,37.66,11.25,
12,住之江,1,4,7.0,37.73,11.66,
12,住之江,1,5,6.95,37.2,11.44,
12,住之江,1,6,6.93,37.55,11.56,
13,尼崎,10,1,6.9,37.36,11.68,
13,尼崎,10,2,6.78,37.63,11.81,
13,尼崎,10,3,6.79,37.41,11.85,
13,尼崎,10,4,6.93,37.79,11.87,
13,尼崎,10,5,6.91,38.12,12.05,
13,尼崎,10,6,6.94,38.14,12.11,
13,尼崎,11,1,6.92,36.89,11.59,
13,尼崎,11,2,6.89,37.04,11.62,
13,尼崎,11,3,6.83,37.29,11.72,
13,尼崎,11,4,6.89,37.2,11.67,
13,尼崎,11,5,6.84,38.29,12.01,
13,尼崎,11,6,6.88,37.25,11.64,
5,多摩川,8,1,6.63,36.63,5.83,6.69
5,多摩川,8,2,6.71,36.74,5.84,7.07
5,多摩川,8,3,6.78,37.13,5.94,7.04
5,多摩川,8,4,6.72,36.97,6.07,6.96
5,多摩川,8,5,6.72,37.03,5.97,6.84
5,多摩川,8,6,6.63,37.3,5.77,6.94
22,福岡,8,1,6.77,36.89,5.6,7.53
22,福岡,8,2,6.74,37.17,5.67,7.67
22,福岡,8,3,6.78,37.37,5.63,7.6
22,福岡,8,4,6.79,37.63,5.8,7.77
22,福岡,8,5,6.81,37.43,5.9,7.53
22,福岡,8,6,6.83,37.63,5.8,7.7
5,多摩川,9,1,6.71,36.43,5.88,6.79
5,多摩川,9,2,6.75,37.13,5.87,6.88
5,多摩川,9,3,6.68,36.79,5.6,6.97
5,多摩川,9,4,6.72,36.96,5.67,6.91
5,多摩川,9,5,6.62,36.73,5.81,6.88
5,多摩川,9,6,6.67,36.79,5.64,6.95
