venue_no,venue_name,race_no,number,exhibition,one_lap,turning,straight
1,桐生,1,1,6.85,18.34,4.34,7.41
1,桐生,1,2,6.87,18.74,4.56,7.64
1,桐生,1,3,6.69,18.60,4.66,7.59
1,桐生,1,4,6.71,18.70,4.58,7.30
1,桐生,1,5,6.78,18.65,4.55,7.57
1,桐生,1,6,6.83,18.34,4.54,7.63
1,桐生,2,1,6.64,18.38,4.51,7.40
1,桐生,2,2,6.69,18.47,4.60,7.44
1,桐生,2,3,6.64,18.91,4.87,7.46
1,桐生,2,4,6.67,18.18,4.62,7.28
1,桐生,2,5,6.63,18.34,4.51,7.56
1,桐生,2,6,6.62,18.67,4.72,7.63
1,桐生,3,1,6.54,18.22,4.57,7.28
1,桐生,3,2,6.71,18.85,4.74,7.48
1,桐生,3,3,6.56,18.76,4.74,7.38
1,桐生,3,4,6.71,18.47,4.48,7.55
1,桐生,3,5,6.67,18.57,4.70,7.46
1,桐生,3,6,6.64,18.30,4.75,7.52
1,桐生,4,1,6.79,18.19,4.46,7.38
1,桐生,4,2,6.78,18.24,4.68,7.44
1,桐生,4,3,6.66,18.14,4.60,7.42
1,桐生,4,4,6.57,18.38,4.51,7.30
1,桐生,4,5,6.66,18.68,4.63,7.34
1,桐生,4,6,6.68,18.28,4.74,7.46
1,桐生,5,1,6.79,18.15,4.22,7.25
1,桐生,5,2,6.77,18.16,4.44,7.22
1,桐生,5,3,6.68,18.46,4.62,7.49
1,桐生,5,4,6.65,18.39,4.51,7.38
1,桐生,5,5,6.86,18.68,4.66,7.66
1,桐生,5,6,6.73,18.82,4.53,7.42
1,桐生,6,1,6.65,18.26,4.44,7.49
1,桐生,6,2,6.69,18.70,4.61,7.38
1,桐生,6,3,6.66,18.42,4.66,7.53
1,桐生,6,4,6.60,18.54,4.56,7.52
1,桐生,6,5,6.74,18.69,5.02,7.49
1,桐生,6,6,6.66,18.90,5.14,7.54
1,桐生,7,1,6.72,18.57,4.44,7.53
1,桐生,7,2,6.75,18.58,4.70,7.54
1,桐生,7,3,6.75,18.13,4.36,7.50
1,桐生,7,4,6.74,18.99,4.82,7.58
1,桐生,7,5,6.82,18.82,5.02,7.66
1,桐生,7,6,6.66,19.37,4.91,7.61
1,桐生,8,1,6.66,18.78,4.39,7.40
1,桐生,8,2,6.74,18.60,4.50,7.57
1,桐生,8,3,6.76,18.32,4.74,7.53
1,桐生,8,4,6.71,18.62,4.77,7.43
1,桐生,8,5,6.66,18.74,4.79,7.58
1,桐生,8,6,6.79,18.64,4.85,7.46
1,桐生,9,1,6.73,18.26,4.42,7.50
1,桐生,9,2,6.59,18.29,4.47,7.48
1,桐生,9,3,6.65,18.16,4.42,7.50
1,桐生,9,4,6.58,18.88,4.78,7.53
1,桐生,9,5,6.70,19.07,4.56,7.57
1,桐生,9,6,6.69,18.51,4.56,7.59
1,桐生,10,1,6.70,18.13,4.39,7.54
1,桐生,10,2,6.72,18.52,4.72,7.48
1,桐生,10,3,6.67,18.52,4.79,7.17
1,桐生,10,4,6.74,18.38,4.63,7.54
1,桐生,10,5,6.61,18.67,4.60,7.62
1,桐生,10,6,6.62,18.70,4.53,7.63
1,桐生,11,1,6.65,18.70,4.54,7.60
1,桐生,11,2,6.62,18.86,4.59,7.70
1,桐生,11,3,6.67,18.63,4.76,7.62
1,桐生,11,4,6.65,18.34,4.60,7.55
1,桐生,11,5,6.73,18.83,4.74,7.61
1,桐生,11,6,6.72,18.51,4.51,7.69
1,桐生,12,1,6.76,18.68,4.62,7.61
1,桐生,12,2,6.71,18.50,4.64,7.60
1,桐生,12,3,6.68,18.58,4.52,7.57
1,桐生,12,4,6.69,18.54,4.53,7.42
1,桐生,12,5,6.72,18.46,4.51,7.38
1,桐生,12,6,6.78,18.53,4.54,7.44
2,戸田,1,1,6.65,36.33,5.76,6.85
2,戸田,1,2,6.57,36.67,5.50,6.80
2,戸田,1,3,6.59,36.68,5.49,7.02
2,戸田,1,4,6.55,36.41,6.17,6.90
2,戸田,1,5,6.64,36.86,5.60,6.92
2,戸田,1,6,6.59,37.20,5.34,6.82
2,戸田,2,1,6.53,36.08,5.06,6.87
2,戸田,2,2,6.58,36.82,5.42,6.87
2,戸田,2,3,6.56,37.05,5.48,6.97
2,戸田,2,4,6.62,36.77,5.71,7.07
2,戸田,2,5,6.70,37.22,5.50,6.93
2,戸田,2,6,6.71,37.18,5.64,6.97
2,戸田,3,1,6.59,36.77,5.56,6.87
2,戸田,3,2,6.69,36.76,5.17,6.96
2,戸田,3,3,6.62,36.51,5.29,7.07
2,戸田,3,4,6.55,36.99,5.30,7.05
2,戸田,3,5,6.71,37.18,5.47,6.95
2,戸田,3,6,6.62,37.04,5.59,6.88
2,戸田,4,1,6.67,36.66,5.17,6.91
2,戸田,4,2,6.61,36.27,5.46,6.85
2,戸田,4,3,6.58,36.77,5.43,6.87
2,戸田,4,4,6.68,36.92,5.48,6.93
2,戸田,4,5,6.65,36.88,5.33,6.90
2,戸田,4,6,6.56,36.72,5.30,6.87
2,戸田,5,1,6.75,36.41,5.37,6.90
2,戸田,5,2,6.64,36.82,5.55,6.93
2,戸田,5,3,6.69,36.40,5.47,6.95
2,戸田,5,4,6.57,37.53,5.46,7.08
2,戸田,5,5,6.57,36.60,5.41,7.00
2,戸田,5,6,6.67,36.84,6.06,7.01
2,戸田,6,1,6.76,36.61,5.00,7.00
2,戸田,6,2,6.72,36.90,5.35,7.07
2,戸田,6,3,6.59,36.11,5.27,6.87
2,戸田,6,4,6.68,36.78,5.11,7.07
2,戸田,6,5,6.68,37.08,5.24,6.98
